No,Year_of_survey,District,lat,lon,CBSD_Severity,CBSD_Incidence,CMD_Mean_Severity ,CMD Incidence,Adult_Whitefly_Population,Mean_adult_whitefly_per_Plant
1243,2010,Koboko,3.45654,30.97092,0,0,0,0,48,1.6
1244,2010,Koboko,3.39281,31.00542,0,0,2,13.3,195,6.5
1245,2010,Koboko,3.4106,31.02389,0,0,2.5,100,29,0.966666667
1246,2010,Koboko,3.44055,31.02043,0,0,3,6.7,12,0.4
1247,2010,Koboko,3.44087,30.98954,0,0,3,63.3,10,0.333333333
1248,2010,Koboko,3.48907,31.00103,0,0,0,0,15,0.5
1249,2010,Koboko,3.48554,31.05161,0,0,2.5,6.7,32,1.066666667
1250,2010,Koboko,3.54299,31.03624,0,0,2.81,90,164,5.466666667
1251,2010,Koboko,3.58761,31.07845,2,36.7,2.14,46.7,9,0.3
1252,2010,Koboko,3.41083,30.94432,0,0,2,6.7,17,0.566666667
1253,2010,Koboko,3.46277,30.94081,0,0,2.25,13.3,11,0.366666667
1254,2010,Koboko,3.53942,30.9801,0,0,0,0,14,0.466666667
1255,2010,Koboko,3.58436,31.00812,0,0,2.33,10,17,0.566666667
1256,2010,Koboko,3.61371,31.01377,0,0,2.5,53.3,326,10.86666667
1257,2010,Koboko,3.52282,30.90266,0,0,3.39,93.3,16,0.533333333
1258,2010,Koboko,3.52282,30.90266,0,0,3.07,50,24,0.8
1259,2010,Koboko,3.51166,30.92756,0,0,3.07,50,8,0.266666667
1260,2010,Koboko,3.55705,30.91951,0,0,2.95,73.3,15,0.5
1261,2010,Koboko,3.58062,30.95591,0,0,2,6.7,4,0.133333333
1262,2010,Kumi,1.104,34.0856,2.5,6.7,0,0,90,3
1263,2010,Kumi,1.1351,34.0652,3,20,0,0,114,3.8
1264,2010,Kumi,1.1633,34.0816,0,0,0,0,71,2.366666667
1265,2010,Kumi,1.1931,34.0905,0,0,0,0,90,3
1266,2010,Kumi,1.1941,34.0524,0,0,3.4,33.3,284,9.466666667
1267,2010,Kumi,1.2354,34.054,0,0,2.92,43.3,192,6.4
1268,2010,Kumi,1.2412,33.5508,0,0,2.7,33.3,172,5.733333333
1269,2010,Kumi,1.2214,33.543,2.6,93.3,0,0,39,1.3
1270,2010,Kumi,1.1847,33.5418,0,0,0,0,682,22.73333333
1271,2010,Kumi,1.1545,33.572,0,0,2.83,20,97,3.233333333
1272,2010,Kumi,1.2444,33.5936,2.3,76.7,0,0,527,17.56666667
1273,2010,Kumi,1.2724,33.5731,0,0,0,0,238,7.933333333
1274,2010,Kumi,1.2638,33.554,3,33.3,2,3.3,61,2.033333333
1275,2010,Kumi,1.3053,33.5849,0,0,0,0,209,6.966666667
1276,2010,Kumi,1.3214,33.5342,0,0,0,0,335,11.16666667
1277,2010,Kumi,1.3122,33.493,0,0,0,0,571,19.03333333
1278,2010,Kumi,1.3634,33.4835,2.4,30,0,0,579,19.3
1279,2010,Kumi,1.3005,33.4637,3,56.7,0,0,27,0.9
1280,2010,Kumi,1.2459,33.4456,2.8,86.7,0,0,354,11.8
1281,2010,Kumi,1.2608,33.5015,2,6.7,0,0,935,31.16666667
1282,2010,Lira,1.90329,33.10206,0,0,0,0,13,0.433333333
1283,2010,Lira,1.88139,33.11874,2,20,0,0,418,13.93333333
1284,2010,Lira,1.96469,33.18232,0,0,3,100,2,0.066666667
1285,2010,Lira,2.01844,33.1998,0,0,2.96,93.3,0,0
1286,2010,Lira,1.95584,33.08444,0,0,0,0,10,0.333333333
1287,2010,Lira,1.98276,33.00608,2.1,26.7,2.25,13.3,13,0.433333333
1288,2010,Lira,2.05124,32.95425,2.1,66.7,0,0,10,0.333333333
1289,2010,Lira,2.18843,32.85541,0,0,0,0,11,0.366666667
1290,2010,Lira,2.26937,32.8485,0,0,0,0,2,0.066666667
1291,2010,Lira,2.59761,32.92043,0,0,0,0,867,28.9
1292,2010,Lira,2.11485,32.9744,2.1,100,2,6.7,1128,37.6
1293,2010,Lira,2.12947,33.03741,0,0,0,0,346,11.53333333
1294,2010,Lira,2.92296,33.12208,0,0,0,0,14,0.466666667
1295,2010,Lira,2.13853,33.17003,0,0,0,0,59,1.966666667
1296,2010,Lira,2.16886,33.19787,0,0,0,0,0,0
1297,2010,Lira,2.27092,33.15973,0,0,2,6.7,0,0
1298,2010,Lira,2.25491,33.1109,0,0,0,0,0,0
1299,2010,Lira,2.24672,33.0671,0,0,0,0,0,0
1300,2010,Lira,2.20794,32.91984,0,0,3.5,100,436,14.53333333
1301,2010,Lira,2.37927,32.93258,0,0,2.31,96.7,9,0.3
1302,2010,Luwero,0.87647,32.48969,3,100,0,0,234,7.8
1303,2010,Luwero,0.90949,32.50229,2.4,86.7,2,6.7,98,3.266666667
1304,2010,Luwero,0.92747,32.52203,2.8,100,2,3.3,111,3.7
1305,2010,Luwero,0.9022,32.59424,2.6,83.3,0,0,133,4.433333333
1306,2010,Luwero,0.94671,32.61806,2.8,86.7,0,0,131,4.366666667
1307,2010,Luwero,0.99025,32.65823,3.7,100,0,0,806,26.86666667
1308,2010,Luwero,0.93312,32.67241,2.6,100,0,0,403,13.43333333
1309,2010,Luwero,0.83351,32.6336,2.6,96.7,0,0,426,14.2
1310,2010,Luwero,0.78104,32.57579,2.6,100,0,0,322,10.73333333
1311,2010,Luwero,0.70321,32.52862,2.9,100,0,0,168,5.6
1312,2010,Luwero,0.71026,32.5489,2.6,100,0,0,638,21.26666667
1313,2010,Luwero,0.70139,32.60191,2.3,96.7,0,0,726,24.2
1314,2010,Luwero,0.66491,32.64902,2.8,100,0,0,763,25.43333333
1315,2010,Luwero,0.70043,32.73258,2.8,100,2,3.3,290,9.666666667
1316,2010,Luwero,0.59652,32.65287,2.5,33.3,0,0,470,15.66666667
1317,2010,Luwero,0.60305,32.61079,2.5,100,0,0,1568,52.26666667
1318,2010,Luwero,0.57904,32.55851,2.6,100,0,0,372,12.4
1319,2010,Luwero,0.59559,32.47135,0,0,0,0,456,15.2
1320,2010,Luwero,0.60641,32.43417,2.4,100,0,0,990,33
1321,2010,Luwero,0.65011,32.47739,2.8,40,2,10,691,23.03333333
1322,2010,Manafwa,0.5552,34.1702,2.5,20,0,0,171,5.7
1323,2010,Manafwa,0.554,34.1508,0,0,0,0,55,1.833333333
1324,2010,Manafwa,0.5259,34.1345,3,3.3,0,0,78,2.6
1325,2010,Manafwa,0.515,34.1508,3,3.3,0,0,25,0.833333333
1326,2010,Manafwa,0.4919,34.1532,0,0,2.88,53.3,49,1.633333333
1327,2010,Manafwa,0.47,34.1706,0,0,0,0,39,1.3
1328,2010,Manafwa,0.4818,34.2017,0,0,0,0,18,0.6
1329,2010,Manafwa,0.4814,34.2241,0,0,0,0,228,7.6
1330,2010,Manafwa,0.5034,34.2315,0,0,0,0,93,3.1
1331,2010,Manafwa,0.5214,34.2333,0,0,3,10,38,1.266666667
1332,2010,Manafwa,0.5538,34.1812,0,0,0,0,436,14.53333333
1333,2010,Manafwa,0.543,34.1934,0,0,0,0,141,4.7
1334,2010,Manafwa,0.5417,34.2113,0,0,0,0,61,2.033333333
1335,2010,Manafwa,0.5559,34.2136,0,0,3.33,10,77,2.566666667
1336,2010,Manafwa,0.5637,34.2217,0,0,2.8,16.7,46,1.533333333
1337,2010,Manafwa,0.5513,34.2003,0,0,3.4,16.7,30,1
1338,2010,Manafwa,0.5543,34.1935,0,0,0,0,156,5.2
1339,2010,Manafwa,0.5637,34.1704,3,13.3,3,3.3,145,4.833333333
1340,2010,Manafwa,0.5703,34.1828,0,0,2,3.3,434,14.46666667
1341,2010,Manafwa,0.5702,34.1547,2.5,6.7,3,6.7,763,25.43333333
1342,2010,Masaka,0.32421,31.79852,0,0,2.69,43.3,825,27.5
1343,2010,Masaka,0.31048,31.87536,2,10,2,36.7,328,10.93333333
1344,2010,Masaka,0.20801,31.84795,2,3.3,2,3.3,186,6.2
1345,2010,Masaka,0.16814,31.82213,2,10,2,10,109,3.633333333
1346,2010,Masaka,0.38241,31.77125,0,0,2.67,10,123,4.1
1347,2010,Masaka,0.45067,31.76299,0,0,4.1,100,93,3.1
1348,2010,Masaka,0.48766,31.67284,0,0,0,0,684,22.8
1349,2010,Masaka,0.44101,31.66482,0,0,3.18,93.3,1557,51.9
1350,2010,Masaka,0.37854,31.60901,0,0,0,0,126,4.2
1351,2010,Masaka,0.30989,31.67889,0,0,2.5,53.3,506,16.86666667
1352,2010,Masaka,0.27334,31.65085,0,0,3,90,164,5.466666667
1353,2010,Masaka,0.26465,31.60504,3,6.7,2.53,56.7,285,9.5
1354,2010,Masaka,0.22924,31.59646,0,0,2.87,100,60,2
1355,2010,Masaka,0.15331,31.57122,2,3.3,0,0,173,5.766666667
1356,2010,Masaka,0.10098,31.57181,0,0,0,0,1596,53.2
1357,2010,Masaka,0.13725,31.62001,0,0,0,0,35,1.166666667
1358,2010,Masaka,0.18613,31.64261,0,0,2,20,576,19.2
1359,2010,Masaka,0.20706,31.69348,0,0,2,80,68,2.266666667
1360,2010,Masaka,0.24779,31.67792,2,36.7,0,0,22,0.733333333
1361,2010,Masaka,0.2478,31.73407,0,0,3.67,100,312,10.4
1362,2010,Masindi,1.6808,31.5,0,0,3.8,1,674,22.46666667
1363,2010,Masindi,1.64616,31.53035,0,0,3.93,90,2696,89.86666667
1364,2010,Masindi,1.6645,31.64973,0,0,3.8,100,2104,70.13333333
1365,2010,Masindi,1.67225,31.70563,0,0,3,26.7,605,20.16666667
1366,2010,Masindi,1.61701,31.67689,0,0,3.17,40,70,2.333333333
1367,2010,Masindi,1.67229,31.74099,0,0,3.33,30,52,1.733333333
1368,2010,Masindi,1.65018,31.79236,0,0,4,23.3,67,2.233333333
1369,2010,Masindi,1.71558,31.79712,2,3.3,2.46,43.3,26,0.866666667
1370,2010,Masindi,1.77695,31.78157,0,0,3,3.3,31,1.033333333
1371,2010,Masindi,1.8139,31.80437,0,0,3.9,100,48,1.6
1372,2010,Masindi,1.85683,31.83664,0,0,3.43,23.3,14,0.466666667
1373,2010,Masindi,1.88613,31.8716,0,0,0,0,17,0.566666667
1374,2010,Masindi,1.80551,32.02542,0,0,3.67,10,27,0.9
1375,2010,Masindi,1.86675,32.05014,0,0,2.25,13.3,81,2.7
1376,2010,Masindi,1.91717,31.0975,0,0,3.83,60,23,0.766666667
1377,2010,Masindi,1.9738,32.15889,0,0,3.89,60,13,0.433333333
1378,2010,Masindi,2.00632,32.20025,0,0,3.13,26.7,3,0.1
1379,2010,Masindi,2.05349,32.26021,0,0,3.6,33.3,25,0.833333333
1380,2010,Masindi,2.05376,32.18746,0,0,3.57,46.7,13,0.433333333
1381,2010,Masindi,2.10987,32.20078,0,0,3.89,90,20,0.666666667
1382,2010,Moyo,3.59724,31.54403,0,0,2.17,20,598,19.93333333
1383,2010,Moyo,3.58692,31.59421,0,0,0,0,18,0.6
1384,2010,Moyo,3.62689,31.6535,0,0,0,0,63,2.1
1385,2010,Moyo,3.64424,31.69977,0,0,2,3.3,12,0.4
1386,2010,Moyo,3.55928,31.8187,0,0,0,0,45,1.5
1387,2010,Moyo,3.56014,31.85616,0,0,3,3.3,166,5.533333333
1388,2010,Moyo,3.56434,31.91942,0,0,0,0,47,1.566666667
1389,2010,Moyo,3.62662,31.80573,0,0,0,0,9,0.3
1390,2010,Moyo,3.662,31.77118,0,0,0,0,43,1.433333333
1391,2010,Moyo,3.63689,31.72724,0,0,0,0,7,0.233333333
1392,2010,Moyo,3.62711,31.66652,0,0,0,0,43,1.433333333
1393,2010,Moyo,3.55836,31.64454,0,0,2.78,30,448,14.93333333
1394,2010,Moyo,3.5042,31.66541,0,0,0,0,144,4.8
1395,2010,Moyo,3.4652,31.63029,0,0,2.5,6.7,115,3.833333333
1396,2010,Moyo,3.39745,31.60372,0,0,2,3.3,6423,214.1
1397,2010,Moyo,3.35993,31.55998,0,0,0,0,970,32.33333333
1398,2010,Moyo,3.28278,31.54194,0,0,0,0,448,14.93333333
1399,2010,Moyo,3.25033,31.52088,0,0,2.4,16.7,497,16.56666667
1400,2010,Moyo,3.22957,31.46616,0,0,2,3.3,918,30.6
1401,2010,Moyo,3.18368,31.5087,2.1,26.7,2.33,10,491,16.36666667
1402,2010,Mpigi,0.24239,32.30866,2,6.7,2.1,33.3,444,14.8
1403,2010,Mpigi,0.25803,32.23327,2.5,93.3,2.2,16.7,2180,72.66666667
1404,2010,Mpigi,0.22816,32.16871,2.2,66.7,2,26.7,2586,86.2
1405,2010,Mpigi,0.19689,32.06933,0,0,0,0,229,7.633333333
1406,2010,Mpigi,0.20604,32.01021,2.4,70,2,3.3,116,3.866666667
1407,2010,Mpigi,0.17589,31.88094,0,0,2.33,30,391,13.03333333
1408,2010,Mpigi,0.19209,31.76892,0,0,2,3.3,141,4.7
1409,2010,Mpigi,0.21036,31.67107,0,0,0,0,46,1.533333333
1410,2010,Mpigi,0.24353,32.32491,2.3,13.3,0,0,1659,55.3
1411,2010,Mpigi,0.3211,32.31496,0,0,2.67,30,471,15.7
1412,2010,Mpigi,0.3204,32.3769,2.3,13.3,0,0,295,9.833333333
1413,2010,Mpigi,0.26869,32.37872,2.5,76.7,2,6.7,297,9.9
1414,2010,Mpigi,0.21133,32.32173,2.7,100,2,6.7,727,24.23333333
1415,2010,Mpigi,0.16173,32.23323,0,0,3.08,43.3,122,4.066666667
1416,2010,Mpigi,0.08421,32.12089,2.3,13.3,2.83,20,726,24.2
1417,2010,Mpigi,0.10722,32.05447,0,0,2,13.3,557,18.56666667
1418,2010,Mpigi,0.11183,31.98912,0,0,3,56.7,320,10.66666667
1419,2010,Mpigi,0.15254,32.25996,2.5,6.7,0,0,40,1.333333333
1420,2010,Mpigi,0.0811,32.20588,3,6.7,2.8,16.7,504,16.8
1421,2010,Mpigi,0.05807,32.17731,3.2,46.7,2.89,90,362,12.06666667
1422,2010,Mubende,0.49495,31.28431,0,0,0,0,309,10.3
1423,2010,Mubende,0.3933,31.24314,0,0,2.5,13.3,260,8.666666667
1424,2010,Mubende,0.43066,31.18007,0,0,0,0,7,0.233333333
1425,2010,Mubende,0.52561,31.28448,0,0,2.33,10,306,10.2
1426,2010,Mubende,0.57511,31.28362,0,0,0,0,7,0.233333333
1427,2010,Mubende,0.5948,31.35447,0,0,3,13.3,5,0.166666667
1428,2010,Mubende,0.58595,31.39322,0,0,0,0,8,0.266666667
1429,2010,Mubende,0.51137,31.49618,0,0,2.33,20,6,0.2
1430,2010,Mubende,0.58328,31.53757,2,100,0,0,11,0.366666667
1431,2010,Mubende,0.48535,31.57932,0,0,2.14,23.3,256,8.533333333
1432,2010,Mubende,0.4503,31.68324,0,0,2,16.7,249,8.3
1433,2010,Mubende,0.50105,31.76573,0,0,0,0,34,1.133333333
1434,2010,Mubende,0.55974,31.82576,0,0,3,100,3210,107
1435,2010,Mubende,0.64666,31.83772,0,0,2.56,53.3,568,18.93333333
1436,2010,Mubende,0.69725,31.79011,0,0,2,16.7,5,0.166666667
1437,2010,Mubende,0.49079,31.87541,0,0,3,100,325,10.83333333
1438,2010,Mubende,0.4335,31.89844,0,0,2.5,6.7,0,0
1439,2010,Mubende,0.45874,31.799,0,0,0,0,233,7.766666667
1440,2010,Mubende,0.42151,31.97071,0,0,2,10,777,25.9
1441,2010,Mubende,0.38185,32.03961,2,100,2,16.7,567,18.9
1442,2010,Mukono,0.3981,32.67497,3,10,3,6.7,557,18.56666667
1443,2010,Mukono,0.3128,32.77237,2.4,100,2,3.3,1382,46.06666667
1444,2010,Mukono,0.26216,32.81472,2.4,100,2,3.3,419,13.96666667
1445,2010,Mukono,0.18787,32.79593,2.7,100,0,0,505,16.83333333
1446,2010,Mukono,0.2633,32.85437,2.7,100,2.33,10,212,7.066666667
1447,2010,Mukono,0.24545,32.90849,2.7,100,2,3.3,290,9.666666667
1448,2010,Mukono,0.2376,32.95057,2.5,100,0,0,692,23.06666667
1449,2010,Mukono,0.24539,33.00257,2.4,36.7,3.13,50,429,14.3
1450,2010,Mukono,0.33142,33.0289,0,0,0,0,288,9.6
1451,2010,Mukono,0.37349,33.10605,0,0,3.23,43.3,108,3.6
1452,2010,Mukono,0.41496,33.18319,2.4,66.7,0,0,79,2.633333333
1453,2010,Mukono,0.41198,32.77121,2.4,33.3,2.82,56.7,77,2.566666667
1454,2010,Mukono,0.4732,32.75062,2.7,20,3,3.3,213,7.1
1455,2010,Mukono,0.53034,32.75479,0,0,0,0,1229,40.96666667
1456,2010,Mukono,0.56488,32.75283,2.7,100,0,0,1460,48.66666667
1457,2010,Mukono,0.62194,32.75329,2.7,100,0,0,409,13.63333333
1458,2010,Mukono,0.62483,32.82244,2.7,100,0,0,248,8.266666667
1459,2010,Mukono,0.53389,32.80252,2.3,36.7,0,0,709,23.63333333
1460,2010,Mukono,0.51673,32.84991,2.8,100,0,0,638,21.26666667
1461,2010,Mukono,0.50075,32.88004,2.3,10,3.56,30,293,9.766666667
1462,2010,Nakaseke,0.84666,32.39561,2.9,100,2,3.3,423,14.1
1463,2010,Nakaseke,0.85519,32.33717,2.5,36.7,0,0,667,22.23333333
1464,2010,Nakaseke,0.83933,32.27471,2.3,86.7,0,0,318,10.6
1465,2010,Nakaseke,0.87338,32.20718,2.9,100,0,0,334,11.13333333
1466,2010,Nakaseke,0.91481,32.18446,2,16.7,3.7,100,460,15.33333333
1467,2010,Nakaseke,0.02621,32.03937,2.3,80,0,0,245,8.166666667
1468,2010,Nakaseke,1.18222,32.01956,2.2,90,0,0,156,5.2
1469,2010,Nakaseke,1.19634,32.23041,2,6.7,0,0,50,1.666666667
1470,2010,Nakaseke,1.14333,32.38357,0,0,0,0,238,7.933333333
1471,2010,Nakaseke,0.7816,32.45113,2.3,93.3,0,0,405,13.5
1472,2010,Nakaseke,0.73163,32.42728,2.6,100,0,0,1410,47
1473,2010,Nakaseke,0.71662,32.38677,2.3,36.7,2,3.3,346,11.53333333
1474,2010,Nakaseke,0.70085,32.33738,3.1,100,0,0,1218,40.6
1475,2010,Nakaseke,0.69452,32.28156,2.4,73.3,0,0,684,22.8
1476,2010,Nakaseke,0.71602,32.23849,0,0,0,0,780,26
1477,2010,Nakaseke,0.66077,32.26583,2.4,23.3,0,0,713,23.76666667
1478,2010,Nakaseke,0.61012,32.29969,2.5,36.7,2,13.3,3163,105.4333333
1479,2010,Nakaseke,0.58973,32.25579,2.3,96.7,2,3.3,1435,47.83333333
1480,2010,Nakaseke,0.64413,32.34453,2.3,23.3,2,10,867,28.9
1481,2010,Nakaseke,0.66318,32.40161,0,0,0,0,144,4.8
1482,2010,Nakasongola,0.04316,32.46745,3.1,100,0,0,109,3.633333333
1483,2010,Nakasongola,0.16895,32.46307,2.3,100,2,10,113,3.766666667
1484,2010,Nakasongola,1.25124,32.45829,2,13.3,3.5,100,50,1.666666667
1485,2010,Nakasongola,1.41999,32.19019,3,3.3,3.07,93.3,12,0.4
1486,2010,Nakasongola,1.49961,32.12607,2,13.3,3.77,100,11,0.366666667
1487,2010,Nakasongola,1.51646,32.06422,0,0,3.57,70,75,2.5
1488,2010,Nakasongola,1.5355,32.0653,0,0,2,6.7,43,1.433333333
1489,2010,Nakasongola,1.30673,32.48644,3,3.3,3,83.3,26,0.866666667
1490,2010,Nakasongola,1.30339,32.54482,0,0,2.83,20,225,7.5
1491,2010,Nakasongola,1.32058,32.61354,3.2,100,0,0,91,3.033333333
1492,2010,Nakasongola,1.33485,32.67154,3.7,76.7,0,0,89,2.966666667
1493,2010,Nakasongola,1.30726,32.7151,2.5,50,4.14,96.7,54,1.8
1494,2010,Nakasongola,1.22323,32.73354,2.8,80,2,3.3,137,4.566666667
1495,2010,Nakasongola,1.22665,32.69101,2.4,73.3,0,0,244,8.133333333
1496,2010,Nakasongola,1.27987,32.67508,0,0,0,0,344,11.46666667
1497,2010,Nakasongola,1.38246,32.51567,3.3,93.3,0,0,66,2.2
1498,2010,Nakasongola,1.39239,32.5733,2.1,66.7,0,0,140,4.666666667
1499,2010,Nakasongola,1.44164,32.53741,2.2,53.3,2,13.3,65,2.166666667
1500,2010,Nakasongola,1.51762,32.46395,2.7,90,0,0,194,6.466666667
1501,2010,Nakasongola,1.50875,32.42391,2.5,50,0,0,163,5.433333333
1502,2010,Nebbi,2.66427,30.85458,0,0,2.5,13.3,81,2.7
1503,2010,Nebbi,2.63301,30.87524,0,0,3.37,90,81,2.7
1504,2010,Nebbi,2.58901,30.90404,0,0,0,0,7,0.233333333
1505,2010,Nebbi,2.53068,30.91828,0,0,2,56.7,3,0.1
1506,2010,Nebbi,2.47115,30.9361,0,0,3.17,100,3,0.1
1507,2010,Nebbi,2.49479,31.12963,0,0,2.25,26.7,857,28.56666667
1508,2010,Nebbi,2.46391,31.19041,0,0,2.33,40,232,7.733333333
1509,2010,Nebbi,2.46348,31.2973,0,0,2,6.7,112,3.733333333
1510,2010,Nebbi,2.45162,31.38144,0,0,3.13,100,972,32.4
1511,2010,Nebbi,2.48146,31.47018,0,0,2.5,6.7,64,2.133333333
1512,2010,Nebbi,2.53391,31.43779,0,0,2.14,23.3,691,23.03333333
1513,2010,Nebbi,2.59593,31.38914,2.6,50,2.14,23.3,609,20.3
1514,2010,Nebbi,2.67,31.39881,0,0,2.78,60,1266,42.2
1515,2010,Nebbi,2.71901,31.4184,2.7,100,2,13.3,6884,229.4666667
1516,2010,Nebbi,2.38546,31.18514,0,0,2,3.3,123,4.1
1517,2010,Nebbi,2.33158,31.20052,2,16.7,2.5,20,69,2.3
1518,2010,Nebbi,2.24595,31.22805,0,0,2,3.3,281,9.366666667
1519,2010,Nebbi,2.24619,31.29092,0,0,2.86,70,3,0.1
1520,2010,Nebbi,2.31409,31.35482,0,0,2.5,6.7,149,4.966666667
1521,2010,Nebbi,2.35344,31.41749,0,0,2.67,30,23,0.766666667
1522,2010,Pader,2.60458,32.93987,0,0,0,0,0,0
1523,2010,Pader,2.66048,32.97123,0,0,2.47,100,0,0
1524,2010,Pader,2.6986,33.02434,0,0,0,0,0,0
1525,2010,Pader,2.75865,33.0181,0,0,0,0,0,0
1526,2010,Pader,2.80777,33.04253,0,0,3.21,96.7,0,0
1527,2010,Pader,2.80301,33.1235,0,0,2.67,100,0,0
1528,2010,Pader,2.77963,33.17814,0,0,2.2,100,0,0
1529,2010,Pader,2.85729,33.09208,0,0,0,0,0,0
1530,2010,Pader,2.89795,33.06548,0,0,2,3.3,0,0
1531,2010,Pader,2.93262,32.98933,0,0,0,0,0,0
1532,2010,Pader,2.96358,32.95232,0,0,3.23,100,0,0
1533,2010,Pader,2.96513,33.00337,0,0,0,0,44,1.466666667
1534,2010,Pader,2.95201,33.07821,0,0,0,0,0,0
1535,2010,Pader,3.02435,33.07473,2,13.3,0,0,0,0
1536,2010,Pader,3.07544,33.18354,0,0,3.2,100,0,0
1537,2010,Pader,3.10707,33.2526,0,0,0,0,0,0
1538,2010,Pader,3.04083,33.3475,0,0,2.5,100,0,0
1539,2010,Pader,3.02366,33.35817,0,0,0,0,0,0
1540,2010,Pader,2.94899,33.28096,0,0,0,0,0,0
1541,2010,Pader,2.92941,33.20332,0,0,0,0,0,0
1542,2010,Pallisa,1.16345,33.70286,2.9,100,2,3.3,1769,58.96666667
1543,2010,Pallisa,1.14587,33.64759,2.5,6.7,3,16.7,503,16.76666667
1544,2010,Pallisa,1.17993,33.62519,3,96.7,2.67,20,2490,83
1545,2010,Pallisa,1.2088,33.66877,3,3.3,3.08,86.7,5314,177.1333333
1546,2010,Pallisa,1.23938,33.6236,2.9,43.3,2,3.3,2533,84.43333333
1547,2010,Pallisa,1.2,33.58673,3.2,96.7,2.33,20,2479,82.63333333
1548,2010,Pallisa,1.26571,33.63374,3,96.7,2,6.7,3212,107.0666667
1549,2010,Pallisa,1.28093,33.67183,2.6,96.7,2.33,10,2138,71.26666667
1550,2010,Pallisa,1.24416,33.70718,2.5,93.3,2,10,1069,35.63333333
1551,2010,Pallisa,1.19004,33.74996,0,0,3,60,811,27.03333333
1552,2010,Pallisa,1.19205,33.80421,2.6,66.7,2,3.3,568,18.93333333
1553,2010,Pallisa,1.19341,33.8667,3,100,0,0,1001,33.36666667
1554,2010,Pallisa,1.189,33.9253,2.2,73.3,2.33,10,228,7.6
1555,2010,Pallisa,1.4448,33.93066,0,0,2.5,6.7,46,1.533333333
1556,2010,Pallisa,1.11534,33.94008,0,0,0,0,265,8.833333333
1557,2010,Pallisa,1.05819,33.93815,0,0,2.43,46.7,36,1.2
1558,2010,Pallisa,1.19342,33.86668,2.3,66.7,0,0,102,3.4
1559,2010,Pallisa,0.83548,33.68579,2.5,33.3,2.33,10,142,4.733333333
1560,2010,Pallisa,0.83544,33.68576,2.7,100,2,6.7,248,8.266666667
1561,2010,Pallisa,0.84553,33.70332,2.8,100,2,6.7,528,17.6
1562,2010,Soroti,1.3952,33.4335,0,0,2.9,33.3,17,0.566666667
1563,2010,Soroti,1.4253,33.4014,2.8,26.7,3.17,96.7,17,0.566666667
1564,2010,Soroti,1.4458,33.4346,0,0,3,13.3,20,0.666666667
1565,2010,Soroti,1.4655,33.3645,3,20,3,6.7,151,5.033333333
1566,2010,Soroti,1.4817,33.325,0,0,3,26.7,180,6
1567,2010,Soroti,1.5252,33.2813,3,100,0,0,105,3.5
1568,2010,Soroti,1.4453,33.3301,0,0,2.71,23.3,105,3.5
1569,2010,Soroti,1.4459,33.2848,2.4,93.3,3,3.3,64,2.133333333
1570,2010,Soroti,1.4603,33.3605,2,6.7,3,3.3,11,0.366666667
1571,2010,Soroti,1.3854,33.3654,2.9,36.7,2,3.3,22,0.733333333
1572,2010,Soroti,1.3311,33.3653,0,0,2.79,80,241,8.033333333
1573,2010,Soroti,1.2827,33.3702,3,66.7,3.2,16.7,52,1.733333333
1574,2010,Soroti,1.2915,33.3134,2.2,20,3,3.3,369,12.3
1575,2010,Soroti,1.2736,33.2949,2.9,96.7,2.67,40,266,8.866666667
1576,2010,Soroti,1.2523,33.2722,2.6,83.3,3,6.7,1098,36.6
1577,2010,Soroti,1.2557,33.2612,2,3.3,2.81,53.3,431,14.36666667
1578,2010,Soroti,1.2802,33.2107,2.8,100,2,6.7,1115,37.16666667
1579,2010,Soroti,1.3315,33.2125,2.3,86.7,0,0,34,1.133333333
1580,2010,Soroti,1.3836,33.3329,0,0,3,3.3,30,1
1581,2010,Soroti,1.3454,33.296,0,0,3.31,43.3,696,23.2
1582,2010,Tororo,0.6711,34.17582,3,3.3,2.89,60,170,5.666666667
1583,2010,Tororo,0.60101,34.1449,0,0,2.88,53.3,13,0.433333333
1584,2010,Tororo,0.6411,34.24668,0,0,2.67,30,8,0.266666667
1585,2010,Tororo,0.67695,34.26602,2.1,86.7,0,0,13,0.433333333
1586,2010,Tororo,0.71289,34.20214,0,0,2.82,73.3,60,2
1587,2010,Tororo,0.74689,34.24596,0,0,3.05,73.3,12,0.4
1588,2010,Tororo,0.79548,34.19329,0,0,3,23.3,41,1.366666667
1589,2010,Tororo,0.84316,34.17038,2.2,50,2.79,46.7,43,1.433333333
1590,2010,Tororo,0.84664,34.10484,2.6,16.7,2.81,53.3,169,5.633333333
1591,2010,Tororo,0.79012,34.08064,2.5,66.7,2.71,56.7,28,0.933333333
1592,2010,Tororo,0.75538,34.0578,2.4,63.3,2.86,73.3,73,2.433333333
1593,2010,Tororo,0.74874,34.00075,2.3,36.7,2.8,50,121,4.033333333
1594,2010,Tororo,0.71623,34.13026,2.5,40,3,50,164,5.466666667
1595,2010,Tororo,0.68442,34.11319,2,13.3,2.69,43.3,25,0.833333333
1596,2010,Tororo,0.59869,34.0618,3,40,3.5,26.7,13,0.433333333
1597,2010,Tororo,0.60266,33.99747,0,0,2.9,70,619,20.63333333
1598,2010,Tororo,0.65962,34.0003,2.6,46.7,2,6.7,32,1.066666667
